iter	Logloss
430	0.09481170506
431	0.09474766345
432	0.09470805263
433	0.094643534
434	0.09460895702
435	0.09456127968
436	0.09448557906
437	0.09444506203
438	0.09441190539
439	0.09437167806
440	0.09424753935
441	0.09420141463
442	0.09415054207
443	0.09406637893
444	0.09402532979
445	0.09394762983
446	0.09390621885
447	0.09385436258
448	0.09381348168
449	0.09377819975
450	0.09368620756
451	0.09362525658
452	0.09356998373
453	0.09353563516
454	0.09350700059
455	0.09345417205
456	0.09333917868
457	0.09329223189
458	0.09324149846
459	0.0931807691
460	0.09314304854
461	0.09306600746
462	0.09300604576
463	0.0929813709
464	0.09292118057
465	0.09283615516
466	0.09281294539
467	0.09276718935
468	0.09260600191
469	0.09255140756
470	0.0925083957
471	0.09248236137
472	0.09244779989
473	0.09238335371
474	0.09232349873
475	0.09228386632
476	0.09225692959
477	0.09221607177
478	0.0921865609
479	0.09214732554
480	0.09210231235
481	0.09200065893
482	0.09194026857
483	0.09190608493
484	0.09185332714
485	0.09180029772
486	0.09174374905
487	0.09171055773
488	0.09158309082
489	0.09153371685
490	0.09151364473
491	0.09148389275
492	0.09142794683
493	0.09140251451
494	0.09135532179
495	0.09131745581
496	0.09128814163
497	0.09123811667
498	0.09118497527
499	0.0911120183
500	0.09108159272
501	0.09103754703
502	0.09100432333
503	0.09096766043
504	0.09092091818
505	0.09086478701
506	0.09078710275
507	0.09072883698
508	0.09063480163
509	0.0905767732
510	0.0905468563
511	0.09050188153
512	0.09046189992
513	0.0904419283
514	0.09040599727
515	0.09037617259
516	0.09034459649
517	0.09032280755
518	0.09028103337
519	0.09024258263
520	0.09018312592
521	0.09015301214
522	0.0900389701
523	0.08999212548
524	0.08992070086
525	0.08984094418
526	0.08981777167
527	0.08976491243
528	0.08973446658
529	0.08970350525
530	0.08966063362
531	0.08953726693
532	0.08950602741
533	0.08944654996
534	0.0894172696
535	0.08939497076
536	0.08932905905
537	0.08926074585
538	0.08921902852
539	0.08917948087
540	0.08915754667
541	0.0891255305
542	0.08904617098
543	0.08901245593
544	0.08898407097
545	0.08893777897
546	0.08889644444
547	0.08873996477
548	0.08870012983
549	0.08865578093
550	0.08860358203
551	0.08856215687
552	0.08844255395
553	0.08839295214
554	0.08835256594
555	0.08833498734
556	0.08830194512
557	0.0882756523
558	0.08824833951
559	0.08818653794
560	0.08815990388
561	0.0881092499
562	0.08806730585
563	0.08803356776
564	0.08794099016
565	0.08788942209
566	0.08782064858
567	0.08777502399
568	0.0877537286
569	0.08772299366
570	0.08769204076
571	0.08764859247
572	0.0876267187
573	0.08759477547
574	0.08751523961
575	0.08748236732
576	0.08745416669
577	0.08742769378
578	0.08739461464
579	0.08734676645
580	0.08733388093
581	0.08728858667
582	0.08724425176
583	0.08719402187
584	0.08716257638
585	0.08710012835
586	0.08705669765
587	0.08702295028
588	0.08696782076
589	0.08692434116
590	0.08687977593
591	0.0868470226
592	0.08678744857
593	0.08674730112
594	0.08671495741
595	0.08665758798
596	0.08661784675
597	0.08658906422
598	0.08654692114
599	0.08648469294
600	0.086423744
601	0.0864100936
602	0.08638931486
603	0.08635542068
604	0.08630952056
605	0.08627553796
606	0.08625161917
607	0.08623044406
608	0.08619128966
609	0.08617053322
610	0.08607442117
611	0.08604583043
612	0.08600939891
613	0.08598722622
614	0.08594963015
615	0.08590883893
616	0.08583564554
617	0.0858086764
618	0.08578799415
619	0.08573105566
620	0.08567300675
621	0.0856403381
622	0.08562754812
623	0.08558620418
624	0.08555173448
625	0.08550753093
626	0.08547888811
627	0.08542482553
628	0.08538070048
629	0.08533379164
630	0.08530909435
631	0.08528687628
632	0.08524155371
633	0.08522075222
634	0.08516104987
635	0.0850362512
636	0.08499459562
637	0.08497601657
638	0.08493709866
639	0.0849071375
640	0.08486703796
641	0.08483439255
642	0.0847583769
643	0.08469675295
644	0.08464886675
645	0.08461657097
646	0.08459159321
647	0.08457443188
648	0.08454303065
649	0.08450586227
650	0.08444449053
651	0.08440769323
652	0.08437879475
653	0.08435511044
654	0.08431590329
655	0.08428493977
656	0.0842610361
657	0.08421024613
658	0.08416968028
659	0.08414446034
660	0.08413171392
661	0.08404315509
662	0.08400996428
663	0.08396754873
664	0.08392081433
665	0.08388169213
666	0.08387184232
667	0.08383432724
668	0.08378685061
669	0.0837749964
670	0.08371186432
671	0.08369371755
672	0.08367294191
673	0.08362973572
674	0.08360738689
675	0.08358074148
676	0.08354056641
677	0.08352786682
678	0.08350571381
679	0.08347016821
680	0.08342876202
681	0.08340057686
682	0.08335676462
683	0.08332453652
684	0.08330722698
685	0.08328000551
686	0.08322158816
687	0.08320954166
688	0.08315948063
689	0.08314146301
690	0.08311944542
691	0.08309071002
692	0.08307364237
693	0.08304903202
694	0.08301101288
695	0.0829821043
696	0.08294822452
697	0.08291114428
698	0.08285582418
699	0.08280507617
700	0.08274666957
701	0.08272196509
702	0.08267264762
703	0.08263719244
704	0.08260903242
705	0.08257135957
706	0.08254190511
707	0.08249723792
708	0.08244486232
709	0.08238715297
710	0.08234592587
711	0.08228788817
712	0.08226095253
713	0.08223820319
714	0.0821539838
715	0.08209221992
716	0.08204784439
717	0.08201681793
718	0.08195836215
719	0.08192343039
720	0.08189369472
721	0.08183743318
722	0.08181358227
723	0.08180335649
724	0.08177525546
725	0.08173460346
726	0.08169828955
727	0.08165297098
728	0.08162318952
729	0.08160819308
730	0.08154513656
731	0.08151089102
732	0.08147655137
733	0.08140579898
734	0.08130705632
735	0.08126852223
736	0.08124092509
737	0.08120368653
738	0.08116858438
739	0.08114173896
740	0.0810555236
741	0.08102754499
742	0.08099252023
743	0.08096164513
744	0.08093596191
745	0.08090580323
746	0.08085493956
747	0.08079915928
748	0.08077519668
749	0.08075031806
750	0.080692314
751	0.08066401463
752	0.08063679575
753	0.08059601433
754	0.08055228557
755	0.08051520297
756	0.08045966801
757	0.08043567679
758	0.08041108278
759	0.08037434753
760	0.08035031435
761	0.08032707471
762	0.08030613337
763	0.08027928752
764	0.0802576444
765	0.08022890351
766	0.08018345968
767	0.08009457573
768	0.08006671333
769	0.08002748433
770	0.07999946799
771	0.07997200387
772	0.07993943825
773	0.0799154024
774	0.07987161451
775	0.07984053219
776	0.07981749657
777	0.07978351849
778	0.07972618969
779	0.07969468813
780	0.07965991617
781	0.07962331632
782	0.07960555853
783	0.07959844902
784	0.07956922075
785	0.07952714694
786	0.07948061265
787	0.07939774341
788	0.079364502
789	0.079323067
790	0.07926699022
791	0.07924248188
792	0.07922001728
793	0.07921281613
794	0.07917570615
795	0.07914575946
796	0.07912745482
797	0.07908848826
798	0.07905255636
799	0.07900259375
800	0.07897719705
801	0.07892840607
802	0.07889498669
803	0.07885000567
804	0.07882897091
805	0.07879911116
806	0.07876371951
807	0.07876036021
808	0.07874086765
809	0.07870895566
810	0.07867927559
811	0.07865682786
812	0.0786318541
813	0.07860715519
814	0.07857024164
815	0.07853674753
816	0.07850319282
817	0.07847712086
818	0.07845695058
819	0.0784437912
820	0.07842357498
821	0.07838704085
822	0.07837078561
823	0.07834694585
824	0.07831401819
825	0.07827841094
826	0.07825474938
827	0.07820735139
828	0.07818219675
829	0.07814115238
830	0.07810959497
831	0.07807606165
832	0.07804375045
833	0.07800609159
834	0.07800284055
835	0.07798581931
836	0.07796490101
837	0.07794440333
838	0.07791851083
839	0.07790184274
840	0.07786615771
841	0.07783723968
842	0.07781098671
843	0.07777747249
844	0.0777482355
845	0.07772663878
846	0.07771859965
847	0.07770025023
848	0.07766279606
849	0.07764148257
850	0.0776218478
851	0.0775918111
852	0.07755679152
853	0.07753100517
854	0.0775182737
855	0.07747967915
856	0.07744921163
857	0.07742089554
858	0.07738967941
859	0.07736263164
860	0.07731575699
861	0.07730008413
862	0.07728506396
863	0.07725031376
864	0.07722260576
865	0.07718483785
866	0.07714922516
867	0.07713448161
868	0.07707019912
869	0.07705152693
870	0.07702428096
871	0.07699478362
872	0.07696461592
873	0.0769441189
874	0.07692507314
875	0.07687832281
876	0.076847326
877	0.07679142198
878	0.07674560574
879	0.07671708989
880	0.07667698357
881	0.07664654321
882	0.07659883177
883	0.07656680444
884	0.076561196
885	0.07652849667
886	0.07648201288
887	0.07644738553
888	0.07640882188
889	0.07637743168
890	0.07634823219
891	0.07631051482
892	0.07627852529
893	0.07623278648
894	0.07618453559
895	0.07616674365
896	0.07615553498
897	0.07613206683
898	0.0761050268
899	0.07607390696
900	0.07604982732
901	0.07600971622
902	0.07598329242
903	0.07596955891
904	0.07594365606
905	0.07591848699
906	0.07591027913
907	0.07587451362
908	0.07585301929
909	0.07582042963
910	0.07578956152
911	0.07575506568
912	0.07572824547
913	0.07567800511
914	0.07564517401
915	0.07559271074
916	0.07553745365
917	0.07552537832
918	0.07548260801
919	0.07547977647
920	0.07545965872
921	0.07539922192
922	0.07538531774
923	0.07536065761
924	0.07534873427
925	0.07532849333
926	0.07530134478
927	0.07528677768
928	0.07525350452
929	0.07521956198
930	0.07519586284
931	0.07518079228
932	0.07516834912
933	0.07514927007
934	0.07512428511
935	0.07510007404
936	0.0750685771
937	0.07504817306
938	0.07501197207
939	0.07497800404
940	0.07496176358
941	0.07494867755
942	0.07492074866
943	0.07490161311
944	0.07488495224
945	0.07485501529
946	0.074828722
947	0.07480843238
948	0.0747767503
949	0.07476394056
950	0.07473831553
951	0.0747006023
952	0.07467788256
953	0.07465010266
954	0.07462620541
955	0.07459691865
956	0.07455459289
957	0.07452935699
958	0.07449897969
959	0.07447218592
960	0.07444793324
961	0.07442229186
962	0.07441377476
963	0.074411579
964	0.07437011662
965	0.0743409987
966	0.07432132438
967	0.07430898336
968	0.07428184482
969	0.07425993331
970	0.07422986932
971	0.07420421552
972	0.07416944201
973	0.07414675388
974	0.07411819083
975	0.07409078243
976	0.07405570519
977	0.07403176643
978	0.07401659109
979	0.07398799374
980	0.07394312032
981	0.0739102924
982	0.07387155399
983	0.07383336943
984	0.07381851841
985	0.07378666769
986	0.07375150486
987	0.07372615672
988	0.07368442242
989	0.07363852758
990	0.07361474178
991	0.07359758073
992	0.07355252029
993	0.07353216903
994	0.07348875914
995	0.0734649287
996	0.07344948929
997	0.07337800457
998	0.07336012534
999	0.07332881666
